"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","prac_part","colIndex","allLocX","allLocY","test_part","mainExp_part","condType","xClicked","yClicked","responseCol","responseInd","responseError","correctCol","correctColIndex","probLocIndex"
"[{""page_index"":0,""viewing_time"":79186}]","79188","instructions","0","79188","0.0-0.0","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":3169}]","3169","instructions","1","82357","0.0-1.0","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","2","83358","0.0-2.0-0.0","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"","null","snap-keyboard-response","3","85364","0.0-2.0-1.0","1","null","","45,171,144","148.62896509547886,-24.373868681029435,196.96155060244158","133.82612127177165,-198.5092303282644,-34.72963553338626","encoding","","","","","","","","","",""
"","null","html-keyboard-response","4","85465","0.0-2.0-2.0","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","5","85470","0.0-2.0-3.0","1","null","","45,171,144","148.62896509547886,-24.373868681029435,196.96155060244158","133.82612127177165,-198.5092303282644,-34.72963553338626","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","6","95172","0.0-2.0-4.0","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3708","continuous_report","7","98883","0.0-2.0-5.0","1","","","45,171,144","148.62896509547886,-24.373868681029435,196.96155060244158","133.82612127177165,-198.5092303282644,-34.72963553338626","Probe","","null","720","557","52,138,135","30","-15","39,133,168","45","0"
"[{""page_index"":0,""viewing_time"":2531}]","2531","instructions","8","101415","0.0-3.0","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","102416","0.0-4.0-0.0","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"","null","snap-keyboard-response","10","102517","0.0-4.0-1.0","1","null","","135,156,96","192.25233918766372,-165.80751451100838,96.96192404926744","-55.12747116339995,-111.83858069414934,174.92394142787916","encoding","","","","","","","","","",""
"","null","html-keyboard-response","11","102818","0.0-4.0-2.0","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","12","102821","0.0-4.0-3.0","1","null","","135,156,96","192.25233918766372,-165.80751451100838,96.96192404926744","-55.12747116339995,-111.83858069414934,174.92394142787916","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","13","112523","0.0-4.0-4.0","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","2154","continuous_report","14","114679","0.0-4.0-5.0","1","","","135,156,96","192.25233918766372,-165.80751451100838,96.96192404926744","-55.12747116339995,-111.83858069414934,174.92394142787916","Probe","","null","999","550","202,88,168","88","-8","223,77,151","96","2"
"[{""page_index"":0,""viewing_time"":2496}]","2496","instructions","15","117175","0.0-5.0","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2093}]","2093","instructions","16","119268","0.0-6.0","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","17","120268","0.0-7.0-0.0","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","18","120369","0.0-7.0-1.0","1","null","","68,172,18","-193.18516525781368,176.5895185717854,51.76380902050415","-51.76380902050407,93.89431255717817,193.18516525781365","encoding","","","","","","","","","",""
"","null","html-keyboard-response","19","120671","0.0-7.0-2.0","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","20","120674","0.0-7.0-3.0","1","null","","68,172,18","-193.18516525781368,176.5895185717854,51.76380902050415","-51.76380902050407,93.89431255717817,193.18516525781365","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","21","130375","0.0-7.0-4.0","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","14766","continuous_report","22","145143","0.0-7.0-5.0","1","","","68,172,18","-193.18516525781368,176.5895185717854,51.76380902050415","-51.76380902050407,93.89431255717817,193.18516525781365","Probe","","null","832","483","161,125,44","168","-4","151,128,50","172","1"
"","null","html-keyboard-response","23","146145","0.0-7.0-0.1","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","24","146247","0.0-7.0-1.1","2","null","","151,14,71","198.05361374831406,-169.6096192312852,-61.80339887498951","27.834620192013087,105.98385284664099,-190.2113032590307","encoding","","","","","","","","","",""
"","null","html-keyboard-response","25","146549","0.0-7.0-2.1","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","26","146552","0.0-7.0-3.1","2","null","","151,14,71","198.05361374831406,-169.6096192312852,-61.80339887498951","27.834620192013087,105.98385284664099,-190.2113032590307","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","27","156253","0.0-7.0-4.1","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","4355","continuous_report","28","160610","0.0-7.0-5.1","2","","","151,14,71","198.05361374831406,-169.6096192312852,-61.80339887498951","27.834620192013087,105.98385284664099,-190.2113032590307","Probe","","null","727","426","94,138,98","15","1","96,137,95","14","1"
"","null","html-keyboard-response","29","161612","0.0-7.0-0.2","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","30","161714","0.0-7.0-1.2","3","null","","32,67,94","189.1037151198633,-199.87816540381914,-10.467191248588724","-65.11363089143151,-6.979899340500179,199.72590695091478","encoding","","","","","","","","","",""
"","null","html-keyboard-response","31","162016","0.0-7.0-2.2","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","32","162019","0.0-7.0-3.2","3","null","","32,67,94","189.1037151198633,-199.87816540381914,-10.467191248588724","-65.11363089143151,-6.979899340500179,199.72590695091478","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","33","171719","0.0-7.0-4.2","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","4459","continuous_report","34","176180","0.0-7.0-5.2","3","","","32,67,94","189.1037151198633,-199.87816540381914,-10.467191248588724","-65.11363089143151,-6.979899340500179,199.72590695091478","Probe","","null","941","275","196,91,171","86","-8","218,80,156","94","2"
"","null","html-keyboard-response","35","177182","0.0-7.0-0.3","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","36","177283","0.0-7.0-1.3","4","null","","178,76,126","-123.13229506513164,196.3254366895328,71.67358990906007","-157.6021507213444,38.16179907530896,186.71608529944035","encoding","","","","","","","","","",""
"","null","html-keyboard-response","37","177585","0.0-7.0-2.3","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","38","177587","0.0-7.0-3.3","4","null","","178,76,126","-123.13229506513164,196.3254366895328,71.67358990906007","-157.6021507213444,38.16179907530896,186.71608529944035","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","39","187290","0.0-7.0-4.3","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","6393","continuous_report","40","193685","0.0-7.0-5.3","4","","","178,76,126","-123.13229506513164,196.3254366895328,71.67358990906007","-157.6021507213444,38.16179907530896,186.71608529944035","Probe","","null","823","472","144,130,55","175","-3","136,132,60","178","0"
"","null","html-keyboard-response","41","194686","0.0-7.0-0.4","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","42","194788","0.0-7.0-1.4","","null","","29,104,141","-187.9385241571817,78.1462256978547,48.38437911993358","-68.40402866513374,-184.1009706904881,194.0591452551993","encoding","","","","","","","","","",""
"","null","html-keyboard-response","43","195090","0.0-7.0-2.4","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","44","195092","0.0-7.0-3.4","","null","","29,104,141","-187.9385241571817,78.1462256978547,48.38437911993358","-68.40402866513374,-184.1009706904881,194.0591452551993","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","45","204794","0.0-7.0-4.4","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","4752","continuous_report","46","209547","0.0-7.0-5.4","","","","29,104,141","-187.9385241571817,78.1462256978547,48.38437911993358","-68.40402866513374,-184.1009706904881,194.0591452551993","Probe","","null","753","418","204,107,40","150","9","223,95,52","141","2"
"","null","html-keyboard-response","47","210549","0.0-7.0-0.5","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","48","210651","0.0-7.0-1.5","","null","","79,106,20","-184.10097069048808,27.834620192013087,141.4213562373095","-78.1462256978547,-198.05361374831406,141.42135623730948","encoding","","","","","","","","","",""
"","null","html-keyboard-response","49","210952","0.0-7.0-2.5","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","50","210955","0.0-7.0-3.5","","null","","79,106,20","-184.10097069048808,27.834620192013087,141.4213562373095","-78.1462256978547,-198.05361374831406,141.42135623730948","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","51","220656","0.0-7.0-4.5","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","6955","continuous_report","52","227614","0.0-7.0-5.5","","","","79,106,20","-184.10097069048808,27.834620192013087,141.4213562373095","-78.1462256978547,-198.05361374831406,141.42135623730948","Probe","","null","743","360","170,102,183","78","-1","173,101,181","79","0"
"","null","html-keyboard-response","53","228615","0.0-7.0-0.6","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","54","228717","0.0-7.0-1.6","","null","","91,13,148","87.67422935781548,38.161799075308984,199.51281005196486","-179.7588092598334,196.3254366895328,-13.951294748824953","encoding","","","","","","","","","",""
"","null","html-keyboard-response","55","229019","0.0-7.0-2.6","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","56","229022","0.0-7.0-3.6","","null","","91,13,148","87.67422935781548,38.161799075308984,199.51281005196486","-179.7588092598334,196.3254366895328,-13.951294748824953","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","57","238724","0.0-7.0-4.6","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","10274","continuous_report","58","248999","0.0-7.0-5.6","","","","91,13,148","87.67422935781548,38.161799075308984,199.51281005196486","-179.7588092598334,196.3254366895328,-13.951294748824953","Probe","","null","781","422","211,84,162","91","0","211,84,162","91","0"
"","null","html-keyboard-response","59","250000","0.0-7.0-0.7","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","60","250103","0.0-7.0-1.7","","null","","151,74,112","-196.96155060244163,-105.983852846641,163.83040885779835","34.72963553338605,-169.60961923128517,114.71528727020922","encoding","","","","","","","","","",""
"","null","html-keyboard-response","61","250404","0.0-7.0-2.7","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","62","250407","0.0-7.0-3.7","","null","","151,74,112","-196.96155060244163,-105.983852846641,163.83040885779835","34.72963553338605,-169.60961923128517,114.71528727020922","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","63","260109","0.0-7.0-4.7","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","22233","continuous_report","64","282344","0.0-7.0-5.7","","","","151,74,112","-196.96155060244163,-105.983852846641,163.83040885779835","34.72963553338605,-169.60961923128517,114.71528727020922","Probe","","null","791","440","139,113,188","70","-4","155,108,186","74","1"
"","null","html-keyboard-response","65","283345","0.0-7.0-0.8","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","66","283447","0.0-7.0-1.8","","null","","129,113,69","-138.9316740917994,-190.21130325903067,133.82612127177168","143.86796006773028,-61.80339887498955,148.62896509547883","encoding","","","","","","","","","",""
"","null","html-keyboard-response","67","283748","0.0-7.0-2.8","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","68","283752","0.0-7.0-3.8","","null","","129,113,69","-138.9316740917994,-190.21130325903067,133.82612127177168","143.86796006773028,-61.80339887498955,148.62896509547883","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","69","293454","0.0-7.0-4.8","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","2770","continuous_report","70","296226","0.0-7.0-5.8","","","","129,113,69","-138.9316740917994,-190.21130325903067,133.82612127177168","143.86796006773028,-61.80339887498955,148.62896509547883","Probe","","null","685","329","223,77,151","96","-17","245,65,110","113","1"
"","null","html-keyboard-response","71","297228","0.0-7.0-0.9","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","72","297330","0.0-7.0-1.9","","null","","87,21,43","-13.951294748825116,133.82612127177157,-117.5570504584946","-199.51281005196483,-148.62896509547895,161.80339887498948","encoding","","","","","","","","","",""
"","null","html-keyboard-response","73","297631","0.0-7.0-2.9","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","74","297634","0.0-7.0-3.9","","null","","87,21,43","-13.951294748825116,133.82612127177157,-117.5570504584946","-199.51281005196483,-148.62896509547895,161.80339887498948","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","75","307335","0.0-7.0-4.9","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","2456","continuous_report","76","309793","0.0-7.0-5.9","","","","87,21,43","-13.951294748825116,133.82612127177157,-117.5570504584946","-199.51281005196483,-148.62896509547895,161.80339887498948","Probe","","null","856","430","23,136,156","39","18","78,138,113","21","1"
"","null","html-keyboard-response","77","310795","0.0-7.0-0.10","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","78","310897","0.0-7.0-1.10","","null","","157,95,142","51.76380902050415,157.60215072134432,-174.92394142787916","193.18516525781365,-123.13229506513177,-96.9619240492674","encoding","","","","","","","","","",""
"","null","html-keyboard-response","79","311198","0.0-7.0-2.10","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","80","311202","0.0-7.0-3.10","","null","","157,95,142","51.76380902050415,157.60215072134432,-174.92394142787916","193.18516525781365,-123.13229506513177,-96.9619240492674","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","81","320903","0.0-7.0-4.10","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","4896","continuous_report","82","325802","0.0-7.0-5.10","","","","157,95,142","51.76380902050415,157.60215072134432,-174.92394142787916","193.18516525781365,-123.13229506513177,-96.9619240492674","Probe","","null","770","427","233,72,140","101","6","221,79,154","95","1"
"","null","html-keyboard-response","83","326803","0.0-7.0-0.11","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","84","326905","0.0-7.0-1.11","","null","","58,138,16","171.43346014042243,-27.834620192012988,143.86796006773025","-103.00761498201089,-198.05361374831406,138.93167409179944","encoding","","","","","","","","","",""
"","null","html-keyboard-response","85","327207","0.0-7.0-2.11","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","86","327210","0.0-7.0-3.11","","null","","58,138,16","171.43346014042243,-27.834620192012988,143.86796006773025","-103.00761498201089,-198.05361374831406,138.93167409179944","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","87","336911","0.0-7.0-4.11","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","8620","continuous_report","88","345533","0.0-7.0-5.11","","","","58,138,16","171.43346014042243,-27.834620192012988,143.86796006773025","-103.00761498201089,-198.05361374831406,138.93167409179944","Probe","","null","760","393","70,128,181","53","-5","91,125,186","58","0"
"","null","html-keyboard-response","89","346535","0.0-7.0-0.12","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","90","346638","0.0-7.0-1.12","","null","","11,117,37","-192.25233918766372,-65.11363089143128,-96.96192404926737","55.12747116339993,189.10371511986338,-174.92394142787916","encoding","","","","","","","","","",""
"","null","html-keyboard-response","91","346939","0.0-7.0-2.12","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","92","346942","0.0-7.0-3.12","","null","","11,117,37","-192.25233918766372,-65.11363089143128,-96.96192404926737","55.12747116339993,189.10371511986338,-174.92394142787916","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","93","356644","0.0-7.0-4.12","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3997","continuous_report","94","360642","0.0-7.0-5.12","","","","11,117,37","-192.25233918766372,-65.11363089143128,-96.96192404926737","55.12747116339993,189.10371511986338,-174.92394142787916","Probe","","null","841","473","64,138,125","26","15","104,137,88","11","0"
"","null","html-keyboard-response","95","361644","0.0-7.0-0.13","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","96","361746","0.0-7.0-1.13","","null","","69,31,49","10.467191248588794,100,-196.3254366895328","199.72590695091478,-173.20508075688772,-38.16179907530895","encoding","","","","","","","","","",""
"","null","html-keyboard-response","97","362047","0.0-7.0-2.13","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","98","362050","0.0-7.0-3.13","","null","","69,31,49","10.467191248588794,100,-196.3254366895328","199.72590695091478,-173.20508075688772,-38.16179907530895","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","99","371752","0.0-7.0-4.13","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","11185","continuous_report","100","382939","0.0-7.0-5.13","","","","69,31,49","10.467191248588794,100,-196.3254366895328","199.72590695091478,-173.20508075688772,-38.16179907530895","Probe","","null","795","433","94,138,98","15","-16","49,138,138","31","1"
"","null","html-keyboard-response","101","383941","0.0-7.0-0.14","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","102","384042","0.0-7.0-1.14","","null","","42,162,25","108.92780700300533,-184.10097069048808,-99.99999999999996","-167.73411358908484,-78.1462256978547,173.20508075688775","encoding","","","","","","","","","",""
"","null","html-keyboard-response","103","384343","0.0-7.0-2.14","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","104","384346","0.0-7.0-3.14","","null","","42,162,25","108.92780700300533,-184.10097069048808,-99.99999999999996","-167.73411358908484,-78.1462256978547,173.20508075688775","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","105","394047","0.0-7.0-4.14","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","4189","continuous_report","106","398238","0.0-7.0-5.14","","","","42,162,25","108.92780700300533,-184.10097069048808,-99.99999999999996","-167.73411358908484,-78.1462256978547,173.20508075688775","Probe","","null","779","446","79,127,183","55","13","28,134,163","42","0"
"","null","html-keyboard-response","107","399240","0.0-7.0-0.15","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","108","399342","0.0-7.0-1.15","","null","","95,65,131","-131.21180579810155,199.51281005196486,-108.92780700300541","-150.94191604455435,-13.951294748824953,167.7341135890848","encoding","","","","","","","","","",""
"","null","html-keyboard-response","109","399643","0.0-7.0-2.15","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","110","399646","0.0-7.0-3.15","","null","","95,65,131","-131.21180579810155,199.51281005196486,-108.92780700300541","-150.94191604455435,-13.951294748824953,167.7341135890848","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","111","409348","0.0-7.0-4.15","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","5426","continuous_report","112","414775","0.0-7.0-5.15","","","","95,65,131","-131.21180579810155,199.51281005196486,-108.92780700300541","-150.94191604455435,-13.951294748824953,167.7341135890848","Probe","","null","772","427","231,73,142","100","5","221,79,154","95","0"
"","null","html-keyboard-response","113","415777","0.0-7.0-0.16","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","114","415879","0.0-7.0-1.16","","null","","173,95,58","114.71528727020922,136.3996720124997,196.96155060244158","-163.83040885779835,146.2707403238341,-34.72963553338626","encoding","","","","","","","","","",""
"","null","html-keyboard-response","115","416180","0.0-7.0-2.16","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","116","416183","0.0-7.0-3.16","","null","","173,95,58","114.71528727020922,136.3996720124997,196.96155060244158","-163.83040885779835,146.2707403238341,-34.72963553338626","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","117","425884","0.0-7.0-4.16","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","8273","continuous_report","118","434159","0.0-7.0-5.16","","","","173,95,58","114.71528727020922,136.3996720124997,196.96155060244158","-163.83040885779835,146.2707403238341,-34.72963553338626","Probe","","null","780","420","36,137,147","35","-23","91,125,186","58","2"
"","null","html-keyboard-response","119","435160","0.0-7.0-0.17","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","120","435262","0.0-7.0-1.17","","null","","35,136,0","90.79809994790936,-74.92131868318246,187.9385241571817","178.20130483767355,-185.43677091335746,-68.40402866513371","encoding","","","","","","","","","",""
"","null","html-keyboard-response","121","435564","0.0-7.0-2.17","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","122","435567","0.0-7.0-3.17","","null","","35,136,0","90.79809994790936,-74.92131868318246,187.9385241571817","178.20130483767355,-185.43677091335746,-68.40402866513371","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","123","445269","0.0-7.0-4.17","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","6178","continuous_report","124","451450","0.0-7.0-5.17","","","","35,136,0","90.79809994790936,-74.92131868318246,187.9385241571817","178.20130483767355,-185.43677091335746,-68.40402866513371","Probe","","null","770","395","173,121,38","163","163","131,133,64","0","2"
"","null","html-keyboard-response","125","452451","0.0-7.0-0.18","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
